image,quality,class_name
12918_left.jpeg,0,good
10150_left.jpeg,0,good
21970_right.jpeg,0,good
40805_left.jpeg,0,good
5773_left.jpeg,0,good
29625_right.jpeg,0,good
9342_right.jpeg,0,good
31976_left.jpeg,0,good
31334_right.jpeg,0,good
33695_left.jpeg,0,good
39705_right.jpeg,0,good
9785_right.jpeg,0,good
17395_left.jpeg,0,good
13410_left.jpeg,0,good
28047_right.jpeg,0,good
29205_right.jpeg,0,good
8421_right.jpeg,0,good
18005_left.jpeg,0,good
38958_left.jpeg,0,good
24995_right.jpeg,0,good
5511_right.jpeg,0,good
30606_right.jpeg,0,good
31167_right.jpeg,0,good
9167_left.jpeg,0,good
6110_left.jpeg,0,good
16095_right.jpeg,0,good
2252_left.jpeg,0,good
38997_right.jpeg,0,good
4818_left.jpeg,0,good
3112_left.jpeg,0,good
25609_right.jpeg,0,good
37206_right.jpeg,0,good
33272_right.jpeg,0,good
15982_left.jpeg,0,good
3295_left.jpeg,0,good
15798_right.jpeg,0,good
36513_left.jpeg,0,good
38217_left.jpeg,0,good
27152_right.jpeg,0,good
11448_left.jpeg,0,good
10333_right.jpeg,0,good
10454_left.jpeg,0,good
3167_right.jpeg,0,good
25586_right.jpeg,0,good
2754_right.jpeg,0,good
3634_right.jpeg,0,good
967_right.jpeg,0,good
208_left.jpeg,0,good
14916_right.jpeg,0,good
19687_left.jpeg,0,good
6731_left.jpeg,0,good
8496_right.jpeg,0,good
37071_right.jpeg,0,good
43814_left.jpeg,0,good
20024_left.jpeg,0,good
39585_right.jpeg,0,good
42244_left.jpeg,0,good
18011_right.jpeg,0,good
12521_right.jpeg,0,good
1600_right.jpeg,0,good
22622_left.jpeg,0,good
3378_right.jpeg,0,good
20169_left.jpeg,0,good
717_left.jpeg,0,good
39297_right.jpeg,0,good
33148_left.jpeg,0,good
6702_left.jpeg,0,good
9259_left.jpeg,0,good
460_left.jpeg,0,good
27426_right.jpeg,0,good
18184_left.jpeg,0,good
35506_left.jpeg,0,good
29089_left.jpeg,0,good
22071_right.jpeg,0,good
37362_left.jpeg,0,good
9300_left.jpeg,0,good
43959_left.jpeg,0,good
40653_right.jpeg,0,good
8353_right.jpeg,0,good
37819_right.jpeg,0,good
37722_right.jpeg,0,good
40442_right.jpeg,0,good
22168_right.jpeg,0,good
39521_left.jpeg,0,good
2724_right.jpeg,0,good
24111_right.jpeg,0,good
33310_left.jpeg,0,good
35956_left.jpeg,0,good
18042_right.jpeg,0,good
32904_right.jpeg,0,good
10861_right.jpeg,0,good
40525_left.jpeg,0,good
17936_left.jpeg,0,good
42498_right.jpeg,0,good
28381_right.jpeg,0,good
20489_left.jpeg,0,good
22014_left.jpeg,0,good
3000_right.jpeg,0,good
32936_right.jpeg,0,good
8050_left.jpeg,0,good
20088_left.jpeg,0,good
5769_left.jpeg,0,good
38621_left.jpeg,0,good
41365_left.jpeg,0,good
24142_right.jpeg,0,good
18866_right.jpeg,0,good
29656_right.jpeg,0,good
9578_left.jpeg,0,good
10698_right.jpeg,0,good
9705_left.jpeg,0,good
28762_left.jpeg,0,good
41473_left.jpeg,0,good
39481_left.jpeg,0,good
34599_left.jpeg,0,good
6668_left.jpeg,0,good
5589_left.jpeg,0,good
12839_left.jpeg,0,good
39598_left.jpeg,0,good
43363_right.jpeg,0,good
20092_right.jpeg,0,good
17490_right.jpeg,0,good
10558_right.jpeg,0,good
33478_left.jpeg,0,good
36523_right.jpeg,0,good
28587_left.jpeg,0,good
7187_left.jpeg,0,good
16614_left.jpeg,0,good
6878_left.jpeg,0,good
17957_right.jpeg,0,good
42663_left.jpeg,0,good
5437_left.jpeg,0,good
2872_right.jpeg,0,good
36072_left.jpeg,0,good
1589_left.jpeg,0,good
37174_right.jpeg,0,good
14460_right.jpeg,0,good
10644_left.jpeg,0,good
8632_left.jpeg,0,good
41284_left.jpeg,0,good
14631_left.jpeg,0,good
42700_left.jpeg,0,good
8494_right.jpeg,0,good
9933_right.jpeg,0,good
26406_right.jpeg,0,good
13590_right.jpeg,0,good
44168_right.jpeg,0,good
31219_left.jpeg,0,good
34994_right.jpeg,0,good
16917_right.jpeg,0,good
26319_right.jpeg,0,good
36692_left.jpeg,0,good
7686_left.jpeg,0,good
17_left.jpeg,0,good
4140_right.jpeg,0,good
14046_left.jpeg,0,good
14128_right.jpeg,0,good
15314_right.jpeg,0,good
10790_left.jpeg,0,good
1600_left.jpeg,0,good
36411_left.jpeg,0,good
38402_left.jpeg,0,good
34829_right.jpeg,0,good
12303_left.jpeg,0,good
34501_right.jpeg,0,good
43007_right.jpeg,0,good
17543_right.jpeg,0,good
5293_left.jpeg,0,good
22867_right.jpeg,0,good
12313_right.jpeg,0,good
42461_right.jpeg,0,good
39790_right.jpeg,0,good
8643_right.jpeg,0,good
6585_left.jpeg,0,good
26006_left.jpeg,0,good
35316_right.jpeg,0,good
4041_left.jpeg,0,good
38072_right.jpeg,0,good
17922_left.jpeg,0,good
37347_left.jpeg,0,good
25941_left.jpeg,0,good
36846_right.jpeg,0,good
12995_right.jpeg,0,good
22214_left.jpeg,0,good
32402_left.jpeg,0,good
21604_right.jpeg,0,good
37761_right.jpeg,0,good
40887_left.jpeg,0,good
37736_right.jpeg,0,good
32834_right.jpeg,0,good
32912_right.jpeg,0,good
16310_left.jpeg,0,good
25034_left.jpeg,0,good
12124_left.jpeg,0,good
1674_right.jpeg,0,good
37114_left.jpeg,0,good
8779_right.jpeg,0,good
9008_left.jpeg,0,good
3531_left.jpeg,0,good
25364_right.jpeg,0,good
38506_left.jpeg,0,good
2982_right.jpeg,0,good
35556_left.jpeg,0,good
35598_right.jpeg,0,good
43993_right.jpeg,0,good
22607_left.jpeg,0,good
43898_right.jpeg,0,good
4804_right.jpeg,0,good
12488_left.jpeg,0,good
42473_left.jpeg,0,good
42830_left.jpeg,0,good
43960_right.jpeg,0,good
34593_right.jpeg,0,good
29445_right.jpeg,0,good
37709_right.jpeg,0,good
7523_right.jpeg,0,good
34011_right.jpeg,0,good
25658_right.jpeg,0,good
9636_left.jpeg,0,good
35872_right.jpeg,0,good
21524_right.jpeg,0,good
8203_left.jpeg,0,good
33885_left.jpeg,0,good
13482_left.jpeg,0,good
84_right.jpeg,0,good
18090_left.jpeg,0,good
10166_right.jpeg,0,good
28583_left.jpeg,0,good
17653_right.jpeg,0,good
30894_left.jpeg,0,good
25207_left.jpeg,0,good
33995_right.jpeg,0,good
460_right.jpeg,0,good
13976_left.jpeg,0,good
5579_right.jpeg,0,good
14020_left.jpeg,0,good
17181_right.jpeg,0,good
33836_right.jpeg,0,good
14046_right.jpeg,0,good
35461_left.jpeg,0,good
41119_right.jpeg,0,good
41905_left.jpeg,0,good
16488_left.jpeg,0,good
38198_right.jpeg,0,good
39468_right.jpeg,0,good
37138_right.jpeg,0,good
1113_right.jpeg,0,good
25507_right.jpeg,0,good
3710_right.jpeg,0,good
42148_right.jpeg,0,good
35290_left.jpeg,0,good
27162_right.jpeg,0,good
11365_right.jpeg,0,good
23422_left.jpeg,0,good
39764_right.jpeg,0,good
19179_left.jpeg,0,good
39540_right.jpeg,0,good
22590_left.jpeg,0,good
8397_left.jpeg,0,good
12631_right.jpeg,0,good
3001_right.jpeg,0,good
18031_right.jpeg,0,good
27643_right.jpeg,0,good
23196_left.jpeg,0,good
7896_left.jpeg,0,good
32507_right.jpeg,0,good
41905_right.jpeg,0,good
40641_right.jpeg,0,good
15627_left.jpeg,0,good
39325_right.jpeg,0,good
10548_right.jpeg,0,good
32344_right.jpeg,0,good
39650_right.jpeg,0,good
36267_right.jpeg,0,good
23522_right.jpeg,0,good
22299_left.jpeg,0,good
41173_right.jpeg,0,good
10727_right.jpeg,0,good
7875_left.jpeg,0,good
1687_left.jpeg,0,good
21167_right.jpeg,0,good
40293_right.jpeg,0,good
5409_right.jpeg,0,good
27363_right.jpeg,0,good
29553_left.jpeg,0,good
9813_left.jpeg,0,good
14048_left.jpeg,0,good
41284_right.jpeg,0,good
35513_right.jpeg,0,good
25650_right.jpeg,0,good
25135_right.jpeg,0,good
2318_right.jpeg,0,good
39824_left.jpeg,0,good
19830_right.jpeg,0,good
28232_right.jpeg,0,good
42514_left.jpeg,0,good
21164_left.jpeg,0,good
43117_left.jpeg,0,good
34096_right.jpeg,0,good
37134_right.jpeg,0,good
23485_right.jpeg,0,good
15528_right.jpeg,0,good
43618_right.jpeg,0,good
7993_left.jpeg,0,good
20175_left.jpeg,0,good
10340_left.jpeg,0,good
20176_left.jpeg,0,good
33467_left.jpeg,0,good
2305_left.jpeg,0,good
43250_right.jpeg,0,good
33110_right.jpeg,0,good
25745_left.jpeg,0,good
36177_left.jpeg,0,good
29476_right.jpeg,0,good
43421_right.jpeg,0,good
6167_left.jpeg,0,good
22611_right.jpeg,0,good
5924_left.jpeg,0,good
17509_right.jpeg,0,good
42787_right.jpeg,0,good
31405_right.jpeg,0,good
33265_right.jpeg,0,good
7934_left.jpeg,0,good
9168_right.jpeg,0,good
31833_right.jpeg,0,good
39484_left.jpeg,0,good
6397_right.jpeg,0,good
19270_left.jpeg,0,good
25312_left.jpeg,0,good
274_right.jpeg,0,good
22171_left.jpeg,0,good
6342_left.jpeg,0,good
31580_left.jpeg,0,good
44068_left.jpeg,0,good
21614_right.jpeg,0,good
31938_right.jpeg,0,good
32702_left.jpeg,0,good
35616_left.jpeg,0,good
39092_right.jpeg,0,good
4064_left.jpeg,0,good
5763_right.jpeg,0,good
35368_left.jpeg,0,good
27988_left.jpeg,0,good
26750_left.jpeg,0,good
42206_right.jpeg,0,good
10919_right.jpeg,0,good
13522_left.jpeg,0,good
42083_left.jpeg,0,good
28202_left.jpeg,0,good
35336_left.jpeg,0,good
1649_left.jpeg,0,good
15300_right.jpeg,0,good
34726_left.jpeg,0,good
17990_left.jpeg,0,good
14685_left.jpeg,0,good
17746_right.jpeg,0,good
1658_right.jpeg,0,good
19096_right.jpeg,0,good
32265_right.jpeg,0,good
1971_right.jpeg,0,good
19564_right.jpeg,0,good
10030_left.jpeg,0,good
18275_right.jpeg,0,good
20252_right.jpeg,0,good
38362_right.jpeg,0,good
33295_right.jpeg,0,good
14475_left.jpeg,0,good
5296_left.jpeg,0,good
11455_right.jpeg,0,good
5861_left.jpeg,0,good
43006_left.jpeg,0,good
18826_left.jpeg,0,good
29106_right.jpeg,0,good
33991_right.jpeg,0,good
16614_right.jpeg,0,good
14534_right.jpeg,0,good
42784_left.jpeg,0,good
12313_left.jpeg,0,good
25438_left.jpeg,0,good
3276_left.jpeg,0,good
19591_right.jpeg,0,good
318_right.jpeg,0,good
27219_right.jpeg,0,good
24241_left.jpeg,0,good
30539_right.jpeg,0,good
34485_right.jpeg,0,good
38980_left.jpeg,0,good
5465_right.jpeg,0,good
28035_right.jpeg,0,good
31529_right.jpeg,0,good
26109_right.jpeg,0,good
12708_right.jpeg,0,good
12547_left.jpeg,0,good
13839_left.jpeg,0,good
41844_left.jpeg,0,good
21833_left.jpeg,0,good
20212_right.jpeg,0,good
18589_right.jpeg,0,good
23919_right.jpeg,0,good
4003_right.jpeg,0,good
13156_right.jpeg,0,good
37818_left.jpeg,0,good
7093_left.jpeg,0,good
34518_left.jpeg,0,good
37515_right.jpeg,0,good
30495_right.jpeg,0,good
36567_left.jpeg,0,good
20539_right.jpeg,0,good
17067_right.jpeg,0,good
2102_left.jpeg,0,good
5437_right.jpeg,0,good
6493_right.jpeg,0,good
24825_left.jpeg,0,good
9325_left.jpeg,0,good
30242_right.jpeg,0,good
29297_left.jpeg,0,good
14886_right.jpeg,0,good
31888_right.jpeg,0,good
8664_right.jpeg,0,good
40391_right.jpeg,0,good
33282_right.jpeg,0,good
30935_left.jpeg,0,good
41334_left.jpeg,0,good
13517_right.jpeg,0,good
20420_right.jpeg,0,good
18960_right.jpeg,0,good
1113_left.jpeg,0,good
19960_right.jpeg,0,good
6736_right.jpeg,0,good
21084_right.jpeg,0,good
39667_left.jpeg,0,good
39381_right.jpeg,0,good
12233_right.jpeg,0,good
20845_left.jpeg,0,good
24714_left.jpeg,0,good
6938_right.jpeg,0,good
35501_left.jpeg,0,good
35263_right.jpeg,0,good
17720_right.jpeg,0,good
7468_right.jpeg,0,good
22110_right.jpeg,0,good
40754_right.jpeg,0,good
11362_right.jpeg,0,good
19062_left.jpeg,0,good
35156_left.jpeg,0,good
24909_left.jpeg,0,good
24986_left.jpeg,0,good
12491_right.jpeg,0,good
21236_right.jpeg,0,good
44022_right.jpeg,0,good
25577_right.jpeg,0,good
2846_right.jpeg,0,good
6167_right.jpeg,0,good
20034_right.jpeg,0,good
18982_right.jpeg,0,good
24033_left.jpeg,0,good
16150_right.jpeg,0,good
19189_left.jpeg,0,good
33707_right.jpeg,0,good
41590_right.jpeg,0,good
21936_left.jpeg,0,good
22579_left.jpeg,0,good
17494_right.jpeg,0,good
39200_left.jpeg,0,good
29636_left.jpeg,0,good
15991_left.jpeg,0,good
39689_right.jpeg,0,good
21958_left.jpeg,0,good
36978_right.jpeg,0,good
40364_right.jpeg,0,good
30744_right.jpeg,0,good
32633_left.jpeg,0,good
9173_right.jpeg,0,good
23267_right.jpeg,0,good
19327_right.jpeg,0,good
5776_left.jpeg,0,good
35850_right.jpeg,0,good
28272_right.jpeg,0,good
24933_right.jpeg,0,good
8413_left.jpeg,0,good
35339_right.jpeg,0,good
14588_right.jpeg,0,good
42935_left.jpeg,0,good
16042_right.jpeg,0,good
38567_left.jpeg,0,good
22652_left.jpeg,0,good
38555_left.jpeg,0,good
13721_left.jpeg,0,good
22632_right.jpeg,0,good
5974_left.jpeg,0,good
14403_right.jpeg,0,good
2303_left.jpeg,0,good
15821_right.jpeg,0,good
5655_left.jpeg,0,good
2838_right.jpeg,0,good
25717_left.jpeg,0,good
32745_left.jpeg,0,good
31645_right.jpeg,0,good
16929_right.jpeg,0,good
11645_left.jpeg,0,good
29275_left.jpeg,0,good
41501_left.jpeg,0,good
36148_right.jpeg,0,good
29588_left.jpeg,0,good
29636_right.jpeg,0,good
34893_left.jpeg,0,good
29703_left.jpeg,0,good
27844_left.jpeg,0,good
37645_right.jpeg,0,good
34805_left.jpeg,0,good
1260_right.jpeg,0,good
33202_left.jpeg,0,good
44062_left.jpeg,0,good
28912_left.jpeg,0,good
838_right.jpeg,0,good
960_right.jpeg,0,good
35205_right.jpeg,0,good
8375_left.jpeg,0,good
4702_left.jpeg,0,good
22200_right.jpeg,0,good
40036_right.jpeg,0,good
17515_right.jpeg,0,good
24825_right.jpeg,0,good
22041_left.jpeg,0,good
39559_left.jpeg,0,good
24155_right.jpeg,0,good
23021_left.jpeg,0,good
18965_left.jpeg,0,good
34468_right.jpeg,0,good
427_right.jpeg,0,good
43783_left.jpeg,0,good
20739_right.jpeg,0,good
17308_left.jpeg,0,good
21847_right.jpeg,0,good
12667_right.jpeg,0,good
12920_right.jpeg,0,good
25478_right.jpeg,0,good
27136_right.jpeg,0,good
15040_left.jpeg,0,good
6118_right.jpeg,0,good
15747_left.jpeg,0,good
38422_left.jpeg,0,good
21768_right.jpeg,0,good
2802_right.jpeg,0,good
3506_right.jpeg,0,good
27419_left.jpeg,0,good
21472_right.jpeg,0,good
17785_left.jpeg,0,good
31676_right.jpeg,0,good
17488_left.jpeg,0,good
36515_left.jpeg,0,good
35470_right.jpeg,0,good
39798_left.jpeg,0,good
27966_left.jpeg,0,good
10407_right.jpeg,0,good
15797_right.jpeg,0,good
22204_left.jpeg,0,good
2923_left.jpeg,0,good
21961_right.jpeg,0,good
32844_right.jpeg,0,good
34390_left.jpeg,0,good
40921_right.jpeg,0,good
41016_right.jpeg,0,good
14440_right.jpeg,0,good
43258_right.jpeg,0,good
43045_right.jpeg,0,good
41765_right.jpeg,0,good
943_left.jpeg,0,good
12612_right.jpeg,0,good
37194_left.jpeg,0,good
17931_right.jpeg,0,good
38346_right.jpeg,0,good
34408_right.jpeg,0,good
34599_right.jpeg,0,good
1358_right.jpeg,0,good
41103_left.jpeg,0,good
15257_right.jpeg,0,good
17367_right.jpeg,0,good
21255_right.jpeg,0,good
42405_right.jpeg,0,good
19199_right.jpeg,0,good
6940_right.jpeg,0,good
17985_left.jpeg,0,good
14504_left.jpeg,0,good
35175_right.jpeg,0,good
25992_right.jpeg,0,good
10182_right.jpeg,0,good
30537_right.jpeg,0,good
16634_left.jpeg,0,good
36911_right.jpeg,0,good
43268_right.jpeg,0,good
31789_left.jpeg,0,good
17533_right.jpeg,0,good
20851_left.jpeg,0,good
20039_left.jpeg,0,good
42679_left.jpeg,0,good
27057_right.jpeg,0,good
27510_left.jpeg,0,good
24712_right.jpeg,0,good
13427_right.jpeg,0,good
39484_right.jpeg,0,good
13972_right.jpeg,0,good
29768_right.jpeg,0,good
23217_right.jpeg,0,good
10743_right.jpeg,0,good
11158_right.jpeg,0,good
6434_right.jpeg,0,good
29483_left.jpeg,0,good
30233_right.jpeg,0,good
31096_left.jpeg,0,good
25829_left.jpeg,0,good
3743_left.jpeg,0,good
36444_left.jpeg,0,good
22379_right.jpeg,0,good
28409_right.jpeg,0,good
6800_left.jpeg,0,good
35336_right.jpeg,0,good
27851_right.jpeg,0,good
36427_left.jpeg,0,good
38595_right.jpeg,0,good
19925_left.jpeg,0,good
42766_left.jpeg,0,good
22775_left.jpeg,0,good
39468_left.jpeg,0,good
217_left.jpeg,0,good
4850_right.jpeg,0,good
8368_right.jpeg,0,good
9204_right.jpeg,0,good
31469_right.jpeg,0,good
9857_left.jpeg,0,good
34453_left.jpeg,0,good
21797_right.jpeg,0,good
42093_right.jpeg,0,good
39796_right.jpeg,0,good
7461_right.jpeg,0,good
30614_right.jpeg,0,good
33225_left.jpeg,0,good
37278_left.jpeg,0,good
13611_left.jpeg,0,good
26649_left.jpeg,0,good
26163_left.jpeg,0,good
14094_left.jpeg,0,good
10814_left.jpeg,0,good
18499_right.jpeg,0,good
23084_left.jpeg,0,good
22854_left.jpeg,0,good
37586_right.jpeg,0,good
7304_left.jpeg,0,good
41853_left.jpeg,0,good
19238_right.jpeg,0,good
8187_left.jpeg,0,good
25747_left.jpeg,0,good
27988_right.jpeg,0,good
9889_right.jpeg,0,good
18023_left.jpeg,0,good
33103_left.jpeg,0,good
42473_right.jpeg,0,good
21510_right.jpeg,0,good
29704_left.jpeg,0,good
41770_left.jpeg,0,good
6506_left.jpeg,0,good
42063_left.jpeg,0,good
43172_left.jpeg,0,good
1719_right.jpeg,0,good
9083_left.jpeg,0,good
23722_left.jpeg,0,good
31014_left.jpeg,0,good
31598_right.jpeg,0,good
30481_left.jpeg,0,good
23856_left.jpeg,0,good
27956_right.jpeg,0,good
15380_left.jpeg,0,good
25462_left.jpeg,0,good
27789_right.jpeg,0,good
9398_left.jpeg,0,good
29182_left.jpeg,0,good
20483_left.jpeg,0,good
12139_right.jpeg,0,good
34624_right.jpeg,0,good
14526_left.jpeg,0,good
43172_right.jpeg,0,good
7292_left.jpeg,0,good
7832_right.jpeg,0,good
40639_right.jpeg,0,good
21192_right.jpeg,0,good
7850_left.jpeg,0,good
29109_right.jpeg,0,good
25783_left.jpeg,0,good
36886_right.jpeg,0,good
36567_right.jpeg,0,good
17049_left.jpeg,0,good
32791_right.jpeg,0,good
3286_right.jpeg,0,good
11448_right.jpeg,0,good
15544_left.jpeg,0,good
13065_right.jpeg,0,good
17117_right.jpeg,0,good
25871_right.jpeg,0,good
14920_right.jpeg,0,good
15763_right.jpeg,0,good
26707_left.jpeg,0,good
42663_right.jpeg,0,good
15419_right.jpeg,0,good
37982_left.jpeg,0,good
31302_left.jpeg,0,good
8519_right.jpeg,0,good
22672_left.jpeg,0,good
37200_right.jpeg,0,good
20759_left.jpeg,0,good
43583_left.jpeg,0,good
17401_right.jpeg,0,good
41365_right.jpeg,0,good
7695_left.jpeg,0,good
34631_left.jpeg,0,good
17709_left.jpeg,0,good
18498_right.jpeg,0,good
260_left.jpeg,0,good
20420_left.jpeg,0,good
13721_right.jpeg,0,good
2778_right.jpeg,0,good
8977_left.jpeg,0,good
19572_right.jpeg,0,good
44152_left.jpeg,0,good
23210_right.jpeg,0,good
35858_left.jpeg,0,good
44117_left.jpeg,0,good
14356_right.jpeg,0,good
38278_left.jpeg,0,good
17990_right.jpeg,0,good
953_right.jpeg,0,good
26838_right.jpeg,0,good
636_right.jpeg,0,good
42368_left.jpeg,0,good
263_right.jpeg,0,good
42941_right.jpeg,0,good
10553_left.jpeg,0,good
15661_left.jpeg,0,good
17957_left.jpeg,0,good
19925_right.jpeg,0,good
14911_right.jpeg,0,good
5089_right.jpeg,0,good
4362_right.jpeg,0,good
22468_left.jpeg,0,good
43541_right.jpeg,0,good
30935_right.jpeg,0,good
5933_right.jpeg,0,good
25438_right.jpeg,0,good
38723_right.jpeg,0,good
41414_right.jpeg,0,good
27799_left.jpeg,0,good
13066_left.jpeg,0,good
24386_left.jpeg,0,good
13922_right.jpeg,0,good
23745_right.jpeg,0,good
17501_right.jpeg,0,good
40049_left.jpeg,0,good
32587_left.jpeg,0,good
34480_left.jpeg,0,good
10781_left.jpeg,0,good
40_right.jpeg,0,good
7158_left.jpeg,0,good
2155_left.jpeg,0,good
10947_left.jpeg,0,good
7644_left.jpeg,0,good
14902_left.jpeg,0,good
2261_right.jpeg,0,good
29980_right.jpeg,0,good
43728_left.jpeg,0,good
36369_right.jpeg,0,good
615_right.jpeg,0,good
34549_left.jpeg,0,good
38392_left.jpeg,0,good
6287_left.jpeg,0,good
19329_right.jpeg,0,good
28811_right.jpeg,0,good
41770_right.jpeg,0,good
25139_right.jpeg,0,good
26406_left.jpeg,0,good
41733_left.jpeg,0,good
13094_left.jpeg,0,good
14473_right.jpeg,0,good
31434_right.jpeg,0,good
4641_left.jpeg,0,good
25723_left.jpeg,0,good
10501_left.jpeg,0,good
35557_left.jpeg,0,good
2462_right.jpeg,0,good
25737_right.jpeg,0,good
33482_left.jpeg,0,good
42655_right.jpeg,0,good
34527_left.jpeg,0,good
1182_left.jpeg,0,good
44042_left.jpeg,0,good
28463_left.jpeg,0,good
25912_right.jpeg,0,good
13570_right.jpeg,0,good
1161_right.jpeg,0,good
24230_left.jpeg,0,good
39060_left.jpeg,0,good
706_right.jpeg,0,good
19357_left.jpeg,0,good
30360_left.jpeg,0,good
38506_right.jpeg,0,good
9525_left.jpeg,0,good
21655_right.jpeg,0,good
9868_right.jpeg,0,good
40431_right.jpeg,0,good
42424_left.jpeg,0,good
19878_left.jpeg,0,good
38207_left.jpeg,0,good
6763_left.jpeg,0,good
28287_left.jpeg,0,good
609_right.jpeg,0,good
15424_right.jpeg,0,good
19409_left.jpeg,0,good
7438_left.jpeg,0,good
28623_left.jpeg,0,good
